points,position,wins,year,date,race_name,constructor
105,2,1,2011,2011-05-08,Turkish,McLaren
65,3,0,2011,2011-05-08,Turkish,Ferrari
42,4,0,2011,2011-05-08,Turkish,Alpine F1 Team
26,5,0,2011,2011-05-08,Turkish,Mercedes
8,6,0,2011,2011-05-08,Turkish,Alfa Romeo
6,7,0,2011,2011-05-08,Turkish,AlphaTauri
4,8,0,2011,2011-05-08,Turkish,Aston Martin
0,10,0,2011,2011-05-08,Turkish,Williams
185,1,4,2011,2011-05-22,Spanish,Red Bull
138,2,1,2011,2011-05-22,Spanish,McLaren
75,3,0,2011,2011-05-22,Spanish,Ferrari
46,4,0,2011,2011-05-22,Spanish,Alpine F1 Team
40,5,0,2011,2011-05-22,Spanish,Mercedes
11,6,0,2011,2011-05-22,Spanish,Alfa Romeo
6,7,0,2011,2011-05-22,Spanish,AlphaTauri
4,8,0,2011,2011-05-22,Spanish,Aston Martin
0,9,0,2011,2011-05-22,Spanish,Williams
222,1,5,2011,2011-05-29,Monaco,Red Bull
161,2,1,2011,2011-05-29,Monaco,McLaren
93,3,0,2011,2011-05-29,Monaco,Ferrari
50,4,0,2011,2011-05-29,Monaco,Alpine F1 Team
40,5,0,2011,2011-05-29,Monaco,Mercedes
21,6,0,2011,2011-05-29,Monaco,Alfa Romeo
10,7,0,2011,2011-05-29,Monaco,Aston Martin
7,8,0,2011,2011-05-29,Monaco,AlphaTauri
2,9,0,2011,2011-05-29,Monaco,Williams
255,1,5,2011,2011-06-12,Canadian,Red Bull
186,2,2,2011,2011-06-12,Canadian,McLaren
101,3,0,2011,2011-06-12,Canadian,Ferrari
60,4,0,2011,2011-06-12,Canadian,Alpine F1 Team
52,5,0,2011,2011-06-12,Canadian,Mercedes
27,6,0,2011,2011-06-12,Canadian,Alfa Romeo
12,7,0,2011,2011-06-12,Canadian,AlphaTauri
10,8,0,2011,2011-06-12,Canadian,Aston Martin
4,9,0,2011,2011-06-12,Canadian,Williams
295,1,6,2011,2011-06-26,European,Red Bull
206,2,2,2011,2011-06-26,European,McLaren
129,3,0,2011,2011-06-26,European,Ferrari
61,4,0,2011,2011-06-26,European,Alpine F1 Team
58,5,0,2011,2011-06-26,European,Mercedes
27,6,0,2011,2011-06-26,European,Alfa Romeo
16,7,0,2011,2011-06-26,European,AlphaTauri
12,8,0,2011,2011-06-26,European,Aston Martin
4,9,0,2011,2011-06-26,European,Williams
328,1,6,2011,2011-07-10,British,Red Bull
218,2,2,2011,2011-07-10,British,McLaren
164,3,1,2011,2011-07-10,British,Ferrari
68,4,0,2011,2011-07-10,British,Mercedes
65,5,0,2011,2011-07-10,British,Alpine F1 Team
33,6,0,2011,2011-07-10,British,Alfa Romeo
17,7,0,2011,2011-07-10,British,AlphaTauri
12,8,0,2011,2011-07-10,British,Aston Martin
4,9,0,2011,2011-07-10,British,Williams
355,1,6,2011,2011-07-24,German,Red Bull
243,2,3,2011,2011-07-24,German,McLaren
192,3,1,2011,2011-07-24,German,Ferrari
78,4,0,2011,2011-07-24,German,Mercedes
66,5,0,2011,2011-07-24,German,Alpine F1 Team
35,6,0,2011,2011-07-24,German,Alfa Romeo
20,7,0,2011,2011-07-24,German,Aston Martin
17,8,0,2011,2011-07-24,German,AlphaTauri
4,9,0,2011,2011-07-24,German,Williams
383,1,6,2011,2011-07-31,Hungarian,Red Bull
280,2,4,2011,2011-07-31,Hungarian,McLaren
215,3,1,2011,2011-07-31,Hungarian,Ferrari
80,4,0,2011,2011-07-31,Hungarian,Mercedes
66,5,0,2011,2011-07-31,Hungarian,Alpine F1 Team
35,6,0,2011,2011-07-31,Hungarian,Alfa Romeo
26,7,0,2011,2011-07-31,Hungarian,Aston Martin
22,8,0,2011,2011-07-31,Hungarian,AlphaTauri
4,9,0,2011,2011-07-31,Hungarian,Williams
426,1,7,2011,2011-08-28,Belgian,Red Bull
295,2,4,2011,2011-08-28,Belgian,McLaren
231,3,1,2011,2011-08-28,Belgian,Ferrari
98,4,0,2011,2011-08-28,Belgian,Mercedes
68,5,0,2011,2011-08-28,Belgian,Alpine F1 Team
35,6,0,2011,2011-08-28,Belgian,Alfa Romeo
32,7,0,2011,2011-08-28,Belgian,Aston Martin
22,8,0,2011,2011-08-28,Belgian,AlphaTauri
5,9,0,2011,2011-08-28,Belgian,Williams
451,1,8,2011,2011-09-11,Italian,Red Bull
325,2,4,2011,2011-09-11,Italian,McLaren
254,3,1,2011,2011-09-11,Italian,Ferrari
108,4,0,2011,2011-09-11,Italian,Mercedes
70,5,0,2011,2011-09-11,Italian,Alpine F1 Team
36,6,0,2011,2011-09-11,Italian,Aston Martin
35,7,0,2011,2011-09-11,Italian,Alfa Romeo
29,8,0,2011,2011-09-11,Italian,AlphaTauri
5,9,0,2011,2011-09-11,Italian,Williams
491,1,9,2011,2011-09-25,Singapore,Red Bull
353,2,4,2011,2011-09-25,Singapore,McLaren
268,3,1,2011,2011-09-25,Singapore,Ferrari
114,4,0,2011,2011-09-25,Singapore,Mercedes
70,5,0,2011,2011-09-25,Singapore,Alpine F1 Team
48,6,0,2011,2011-09-25,Singapore,Aston Martin
36,7,0,2011,2011-09-25,Singapore,Alfa Romeo
29,8,0,2011,2011-09-25,Singapore,AlphaTauri
5,9,0,2011,2011-09-25,Singapore,Williams
518,1,9,2011,2011-10-09,Japanese,Red Bull
388,2,5,2011,2011-10-09,Japanese,McLaren
292,3,1,2011,2011-10-09,Japanese,Ferrari
123,4,0,2011,2011-10-09,Japanese,Mercedes
72,5,0,2011,2011-10-09,Japanese,Alpine F1 Team
48,6,0,2011,2011-10-09,Japanese,Aston Martin
40,7,0,2011,2011-10-09,Japanese,Alfa Romeo
29,8,0,2011,2011-10-09,Japanese,AlphaTauri
5,9,0,2011,2011-10-09,Japanese,Williams
558,1,10,2011,2011-10-16,Korean,Red Bull
418,2,5,2011,2011-10-16,Korean,McLaren
310,3,1,2011,2011-10-16,Korean,Ferrari
127,4,0,2011,2011-10-16,Korean,Mercedes
72,5,0,2011,2011-10-16,Korean,Alpine F1 Team
49,6,0,2011,2011-10-16,Korean,Aston Martin
40,7,0,2011,2011-10-16,Korean,Alfa Romeo
37,8,0,2011,2011-10-16,Korean,AlphaTauri
5,9,0,2011,2011-10-16,Korean,Williams
595,1,11,2011,2011-10-30,Indian,Red Bull
442,2,5,2011,2011-10-30,Indian,McLaren
325,3,1,2011,2011-10-30,Indian,Ferrari
145,4,0,2011,2011-10-30,Indian,Mercedes
72,5,0,2011,2011-10-30,Indian,Alpine F1 Team
51,6,0,2011,2011-10-30,Indian,Aston Martin
41,7,0,2011,2011-10-30,Indian,Alfa Romeo
41,8,0,2011,2011-10-30,Indian,AlphaTauri
5,9,0,2011,2011-10-30,Indian,Williams
607,1,11,2011,2011-11-13,Abu Dhabi,Red Bull
482,2,6,2011,2011-11-13,Abu Dhabi,McLaren
353,3,1,2011,2011-11-13,Abu Dhabi,Ferrari
159,4,0,2011,2011-11-13,Abu Dhabi,Mercedes
72,5,0,2011,2011-11-13,Abu Dhabi,Alpine F1 Team
57,6,0,2011,2011-11-13,Abu Dhabi,Aston Martin
42,7,0,2011,2011-11-13,Abu Dhabi,Alfa Romeo
41,8,0,2011,2011-11-13,Abu Dhabi,AlphaTauri
5,9,0,2011,2011-11-13,Abu Dhabi,Williams
650,1,12,2011,2011-11-27,Brazilian,Red Bull
497,2,6,2011,2011-11-27,Brazilian,McLaren
375,3,1,2011,2011-11-27,Brazilian,Ferrari
165,4,0,2011,2011-11-27,Brazilian,Mercedes
73,5,0,2011,2011-11-27,Brazilian,Alpine F1 Team
69,6,0,2011,2011-11-27,Brazilian,Aston Martin
44,7,0,2011,2011-11-27,Brazilian,Alfa Romeo
41,8,0,2011,2011-11-27,Brazilian,AlphaTauri
5,9,0,2011,2011-11-27,Brazilian,Williams
40,1,1,2012,2012-03-18,Australian,McLaren
30,2,0,2012,2012-03-18,Australian,Red Bull
12,3,0,2012,2012-03-18,Australian,Alfa Romeo
10,4,0,2012,2012-03-18,Australian,Ferrari
6,5,0,2012,2012-03-18,Australian,Alpine F1 Team
2,6,0,2012,2012-03-18,Australian,AlphaTauri
1,7,0,2012,2012-03-18,Australian,Aston Martin
0,8,0,2012,2012-03-18,Australian,Mercedes
0,9,0,2012,2012-03-18,Australian,Williams
55,1,1,2012,2012-03-25,Malaysian,McLaren
42,2,0,2012,2012-03-25,Malaysian,Red Bull
35,3,1,2012,2012-03-25,Malaysian,Ferrari
30,4,0,2012,2012-03-25,Malaysian,Alfa Romeo
16,5,0,2012,2012-03-25,Malaysian,Alpine F1 Team
9,6,0,2012,2012-03-25,Malaysian,Aston Martin
8,7,0,2012,2012-03-25,Malaysian,Williams
6,8,0,2012,2012-03-25,Malaysian,AlphaTauri
1,9,0,2012,2012-03-25,Malaysian,Mercedes
88,1,1,2012,2012-04-15,Chinese,McLaren
64,2,0,2012,2012-04-15,Chinese,Red Bull
37,3,1,2012,2012-04-15,Chinese,Ferrari
31,4,0,2012,2012-04-15,Chinese,Alfa Romeo
26,5,1,2012,2012-04-15,Chinese,Mercedes
24,6,0,2012,2012-04-15,Chinese,Alpine F1 Team
18,7,0,2012,2012-04-15,Chinese,Williams
9,8,0,2012,2012-04-15,Chinese,Aston Martin
6,9,0,2012,2012-04-15,Chinese,AlphaTauri
101,1,1,2012,2012-04-22,Bahrain,Red Bull
92,2,1,2012,2012-04-22,Bahrain,McLaren
57,3,0,2012,2012-04-22,Bahrain,Alpine F1 Team
45,4,1,2012,2012-04-22,Bahrain,Ferrari
37,5,1,2012,2012-04-22,Bahrain,Mercedes
31,6,0,2012,2012-04-22,Bahrain,Alfa Romeo
18,7,0,2012,2012-04-22,Bahrain,Williams
17,8,0,2012,2012-04-22,Bahrain,Aston Martin
6,9,0,2012,2012-04-22,Bahrain,AlphaTauri
109,1,1,2012,2012-05-13,Spanish,Red Bull
98,2,1,2012,2012-05-13,Spanish,McLaren
84,3,0,2012,2012-05-13,Spanish,Alpine F1 Team
63,4,1,2012,2012-05-13,Spanish,Ferrari
43,5,1,2012,2012-05-13,Spanish,Mercedes
43,6,1,2012,2012-05-13,Spanish,Williams
41,7,0,2012,2012-05-13,Spanish,Alfa Romeo
18,8,0,2012,2012-05-13,Spanish,Aston Martin
6,9,0,2012,2012-05-13,Spanish,AlphaTauri
146,1,2,2012,2012-05-27,Monaco,Red Bull
108,2,1,2012,2012-05-27,Monaco,McLaren
86,3,1,2012,2012-05-27,Monaco,Ferrari
86,4,0,2012,2012-05-27,Monaco,Alpine F1 Team
61,5,1,2012,2012-05-27,Monaco,Mercedes
44,6,1,2012,2012-05-27,Monaco,Williams
41,7,0,2012,2012-05-27,Monaco,Alfa Romeo
28,8,0,2012,2012-05-27,Monaco,Aston Martin
6,9,0,2012,2012-05-27,Monaco,AlphaTauri
164,1,2,2012,2012-06-10,Canadian,Red Bull
133,2,2,2012,2012-06-10,Canadian,McLaren
108,3,0,2012,2012-06-10,Canadian,Alpine F1 Team
97,4,1,2012,2012-06-10,Canadian,Ferrari
69,5,1,2012,2012-06-10,Canadian,Mercedes
58,6,0,2012,2012-06-10,Canadian,Alfa Romeo
44,7,1,2012,2012-06-10,Canadian,Williams
28,8,0,2012,2012-06-10,Canadian,Aston Martin
6,9,0,2012,2012-06-10,Canadian,AlphaTauri
176,1,2,2012,2012-06-24,European,Red Bull
137,2,2,2012,2012-06-24,European,McLaren
126,3,0,2012,2012-06-24,European,Alpine F1 Team
122,4,2,2012,2012-06-24,European,Ferrari
92,5,1,2012,2012-06-24,European,Mercedes
60,6,0,2012,2012-06-24,European,Alfa Romeo
45,7,1,2012,2012-06-24,European,Williams
44,8,0,2012,2012-06-24,European,Aston Martin
6,9,0,2012,2012-06-24,European,AlphaTauri
216,1,3,2012,2012-07-08,British,Red Bull
152,2,2,2012,2012-07-08,British,Ferrari
144,3,0,2012,2012-07-08,British,Alpine F1 Team
142,4,2,2012,2012-07-08,British,McLaren
98,5,1,2012,2012-07-08,British,Mercedes
60,6,0,2012,2012-07-08,British,Alfa Romeo
47,7,1,2012,2012-07-08,British,Williams
44,8,0,2012,2012-07-08,British,Aston Martin
6,9,0,2012,2012-07-08,British,AlphaTauri
230,1,3,2012,2012-07-22,German,Red Bull
177,2,3,2012,2012-07-22,German,Ferrari
160,3,2,2012,2012-07-22,German,McLaren
159,4,0,2012,2012-07-22,German,Alpine F1 Team
105,5,1,2012,2012-07-22,German,Mercedes
80,6,0,2012,2012-07-22,German,Alfa Romeo
47,7,1,2012,2012-07-22,German,Williams
46,8,0,2012,2012-07-22,German,Aston Martin
6,9,0,2012,2012-07-22,German,AlphaTauri
246,1,3,2012,2012-07-29,Hungarian,Red Bull
193,2,3,2012,2012-07-29,Hungarian,McLaren
192,3,0,2012,2012-07-29,Hungarian,Alpine F1 Team
189,4,3,2012,2012-07-29,Hungarian,Ferrari
106,5,1,2012,2012-07-29,Hungarian,Mercedes
80,6,0,2012,2012-07-29,Hungarian,Alfa Romeo
53,7,1,2012,2012-07-29,Hungarian,Williams
46,8,0,2012,2012-07-29,Hungarian,Aston Martin
6,9,0,2012,2012-07-29,Hungarian,AlphaTauri
272,1,3,2012,2012-09-02,Belgian,Red Bull
218,2,4,2012,2012-09-02,Belgian,McLaren
207,3,0,2012,2012-09-02,Belgian,Alpine F1 Team
199,4,3,2012,2012-09-02,Belgian,Ferrari
112,5,1,2012,2012-09-02,Belgian,Mercedes
80,6,0,2012,2012-09-02,Belgian,Alfa Romeo
59,7,0,2012,2012-09-02,Belgian,Aston Martin
53,8,1,2012,2012-09-02,Belgian,Williams
12,9,0,2012,2012-09-02,Belgian,AlphaTauri
272,1,3,2012,2012-09-09,Italian,Red Bull
243,2,5,2012,2012-09-09,Italian,McLaren
226,3,3,2012,2012-09-09,Italian,Ferrari
217,4,0,2012,2012-09-09,Italian,Alpine F1 Team
126,5,1,2012,2012-09-09,Italian,Mercedes
100,6,0,2012,2012-09-09,Italian,Alfa Romeo
63,7,0,2012,2012-09-09,Italian,Aston Martin
54,8,1,2012,2012-09-09,Italian,Williams
12,9,0,2012,2012-09-09,Italian,AlphaTauri
297,1,4,2012,2012-09-23,Singapore,Red Bull
261,2,5,2012,2012-09-23,Singapore,McLaren
245,3,3,2012,2012-09-23,Singapore,Ferrari
231,4,0,2012,2012-09-23,Singapore,Alpine F1 Team
136,5,1,2012,2012-09-23,Singapore,Mercedes
101,6,0,2012,2012-09-23,Singapore,Alfa Romeo
75,7,0,2012,2012-09-23,Singapore,Aston Martin
54,8,1,2012,2012-09-23,Singapore,Williams
14,9,0,2012,2012-09-23,Singapore,AlphaTauri
324,1,5,2012,2012-10-07,Japanese,Red Bull
283,2,5,2012,2012-10-07,Japanese,McLaren
263,3,3,2012,2012-10-07,Japanese,Ferrari
239,4,0,2012,2012-10-07,Japanese,Alpine F1 Team
136,5,1,2012,2012-10-07,Japanese,Mercedes
116,6,0,2012,2012-10-07,Japanese,Alfa Romeo
81,7,0,2012,2012-10-07,Japanese,Aston Martin
58,8,1,2012,2012-10-07,Japanese,Williams
15,9,0,2012,2012-10-07,Japanese,AlphaTauri
367,1,6,2012,2012-10-14,Korean,Red Bull
290,2,3,2012,2012-10-14,Korean,Ferrari
284,3,5,2012,2012-10-14,Korean,McLaren
255,4,0,2012,2012-10-14,Korean,Alpine F1 Team
136,5,1,2012,2012-10-14,Korean,Mercedes
116,6,0,2012,2012-10-14,Korean,Alfa Romeo
89,7,0,2012,2012-10-14,Korean,Aston Martin
58,8,1,2012,2012-10-14,Korean,Williams
21,9,0,2012,2012-10-14,Korean,AlphaTauri
407,1,7,2012,2012-10-28,Indian,Red Bull
316,2,3,2012,2012-10-28,Indian,Ferrari
306,3,5,2012,2012-10-28,Indian,McLaren
263,4,0,2012,2012-10-28,Indian,Alpine F1 Team
136,5,1,2012,2012-10-28,Indian,Mercedes
116,6,0,2012,2012-10-28,Indian,Alfa Romeo
93,7,0,2012,2012-10-28,Indian,Aston Martin
59,8,1,2012,2012-10-28,Indian,Williams
21,9,0,2012,2012-10-28,Indian,AlphaTauri
422,1,7,2012,2012-11-04,Abu Dhabi,Red Bull
340,2,3,2012,2012-11-04,Abu Dhabi,Ferrari
318,3,5,2012,2012-11-04,Abu Dhabi,McLaren
288,4,1,2012,2012-11-04,Abu Dhabi,Alpine F1 Team
136,5,1,2012,2012-11-04,Abu Dhabi,Mercedes
124,6,0,2012,2012-11-04,Abu Dhabi,Alfa Romeo
95,7,0,2012,2012-11-04,Abu Dhabi,Aston Martin
73,8,1,2012,2012-11-04,Abu Dhabi,Williams
22,9,0,2012,2012-11-04,Abu Dhabi,AlphaTauri
440,1,7,2012,2012-11-18,United States,Red Bull
367,2,3,2012,2012-11-18,United States,Ferrari
353,3,6,2012,2012-11-18,United States,McLaren
302,4,1,2012,2012-11-18,United States,Alpine F1 Team
136,5,1,2012,2012-11-18,United States,Mercedes
124,6,0,2012,2012-11-18,United States,Alfa Romeo
99,7,0,2012,2012-11-18,United States,Aston Martin
76,8,1,2012,2012-11-18,United States,Williams
22,9,0,2012,2012-11-18,United States,AlphaTauri
460,1,7,2012,2012-11-25,Brazilian,Red Bull
400,2,3,2012,2012-11-25,Brazilian,Ferrari
378,3,7,2012,2012-11-25,Brazilian,McLaren
303,4,1,2012,2012-11-25,Brazilian,Alpine F1 Team
142,5,1,2012,2012-11-25,Brazilian,Mercedes
126,6,0,2012,2012-11-25,Brazilian,Alfa Romeo
109,7,0,2012,2012-11-25,Brazilian,Aston Martin
76,8,1,2012,2012-11-25,Brazilian,Williams
26,9,0,2012,2012-11-25,Brazilian,AlphaTauri
30,1,0,2013,2013-03-17,Australian,Ferrari
26,2,1,2013,2013-03-17,Australian,Alpine F1 Team
23,3,0,2013,2013-03-17,Australian,Red Bull
10,4,0,2013,2013-03-17,Australian,Mercedes
10,5,0,2013,2013-03-17,Australian,Aston Martin
2,6,0,2013,2013-03-17,Australian,McLaren
0,7,0,2013,2013-03-17,Australian,AlphaTauri
0,8,0,2013,2013-03-17,Australian,Alfa Romeo
0,9,0,2013,2013-03-17,Australian,Williams
66,1,1,2013,2013-03-24,Malaysian,Red Bull
40,2,1,2013,2013-03-24,Malaysian,Alpine F1 Team
40,3,0,2013,2013-03-24,Malaysian,Ferrari
37,4,0,2013,2013-03-24,Malaysian,Mercedes
10,5,0,2013,2013-03-24,Malaysian,Aston Martin
4,6,0,2013,2013-03-24,Malaysian,Alfa Romeo
4,7,0,2013,2013-03-24,Malaysian,McLaren
1,8,0,2013,2013-03-24,Malaysian,AlphaTauri
0,9,0,2013,2013-03-24,Malaysian,Williams
78,1,1,2013,2013-04-14,Chinese,Red Bull
73,2,1,2013,2013-04-14,Chinese,Ferrari
60,3,1,2013,2013-04-14,Chinese,Alpine F1 Team
52,4,0,2013,2013-04-14,Chinese,Mercedes
14,5,0,2013,2013-04-14,Chinese,McLaren
14,6,0,2013,2013-04-14,Chinese,Aston Martin
7,7,0,2013,2013-04-14,Chinese,AlphaTauri
5,8,0,2013,2013-04-14,Chinese,Alfa Romeo
0,9,0,2013,2013-04-14,Chinese,Williams
109,1,2,2013,2013-04-21,Bahrain,Red Bull
93,2,1,2013,2013-04-21,Bahrain,Alpine F1 Team
77,3,1,2013,2013-04-21,Bahrain,Ferrari
64,4,0,2013,2013-04-21,Bahrain,Mercedes
26,5,0,2013,2013-04-21,Bahrain,Aston Martin
23,6,0,2013,2013-04-21,Bahrain,McLaren
7,7,0,2013,2013-04-21,Bahrain,AlphaTauri
5,8,0,2013,2013-04-21,Bahrain,Alfa Romeo
0,9,0,2013,2013-04-21,Bahrain,Williams
131,1,2,2013,2013-05-12,Spanish,Red Bull
117,2,2,2013,2013-05-12,Spanish,Ferrari
111,3,1,2013,2013-05-12,Spanish,Alpine F1 Team
72,4,0,2013,2013-05-12,Spanish,Mercedes
32,5,0,2013,2013-05-12,Spanish,Aston Martin
29,6,0,2013,2013-05-12,Spanish,McLaren
8,7,0,2013,2013-05-12,Spanish,AlphaTauri
5,8,0,2013,2013-05-12,Spanish,Alfa Romeo
0,9,0,2013,2013-05-12,Spanish,Williams
164,1,2,2013,2013-05-26,Monaco,Red Bull
123,2,2,2013,2013-05-26,Monaco,Ferrari
112,3,1,2013,2013-05-26,Monaco,Alpine F1 Team
109,4,1,2013,2013-05-26,Monaco,Mercedes
44,5,0,2013,2013-05-26,Monaco,Aston Martin
37,6,0,2013,2013-05-26,Monaco,McLaren
12,7,0,2013,2013-05-26,Monaco,AlphaTauri
5,8,0,2013,2013-05-26,Monaco,Alfa Romeo
0,9,0,2013,2013-05-26,Monaco,Williams
201,1,3,2013,2013-06-09,Canadian,Red Bull
145,2,2,2013,2013-06-09,Canadian,Ferrari
134,3,1,2013,2013-06-09,Canadian,Mercedes
114,4,1,2013,2013-06-09,Canadian,Alpine F1 Team
51,5,0,2013,2013-06-09,Canadian,Aston Martin
37,6,0,2013,2013-06-09,Canadian,McLaren
20,7,0,2013,2013-06-09,Canadian,AlphaTauri
5,8,0,2013,2013-06-09,Canadian,Alfa Romeo
0,9,0,2013,2013-06-09,Canadian,Williams
219,1,3,2013,2013-06-30,British,Red Bull
171,2,2,2013,2013-06-30,British,Mercedes
168,3,2,2013,2013-06-30,British,Ferrari
124,4,1,2013,2013-06-30,British,Alpine F1 Team
59,5,0,2013,2013-06-30,British,Aston Martin
37,6,0,2013,2013-06-30,British,McLaren
24,7,0,2013,2013-06-30,British,AlphaTauri
6,8,0,2013,2013-06-30,British,Alfa Romeo
0,9,0,2013,2013-06-30,British,Williams
250,1,4,2013,2013-07-07,German,Red Bull
183,2,2,2013,2013-07-07,German,Mercedes
180,3,2,2013,2013-07-07,German,Ferrari
157,4,1,2013,2013-07-07,German,Alpine F1 Team
59,5,0,2013,2013-07-07,German,Aston Martin
49,6,0,2013,2013-07-07,German,McLaren
24,7,0,2013,2013-07-07,German,AlphaTauri
7,8,0,2013,2013-07-07,German,Alfa Romeo
0,9,0,2013,2013-07-07,German,Williams
277,1,4,2013,2013-07-28,Hungarian,Red Bull
208,2,3,2013,2013-07-28,Hungarian,Mercedes
194,3,2,2013,2013-07-28,Hungarian,Ferrari
183,4,1,2013,2013-07-28,Hungarian,Alpine F1 Team
59,5,0,2013,2013-07-28,Hungarian,Aston Martin
57,6,0,2013,2013-07-28,Hungarian,McLaren
24,7,0,2013,2013-07-28,Hungarian,AlphaTauri
7,8,0,2013,2013-07-28,Hungarian,Alfa Romeo
1,9,0,2013,2013-07-28,Hungarian,Williams
312,1,5,2013,2013-08-25,Belgian,Red Bull
235,2,3,2013,2013-08-25,Belgian,Mercedes
218,3,2,2013,2013-08-25,Belgian,Ferrari
187,4,1,2013,2013-08-25,Belgian,Alpine F1 Team
65,5,0,2013,2013-08-25,Belgian,McLaren
61,6,0,2013,2013-08-25,Belgian,Aston Martin
25,7,0,2013,2013-08-25,Belgian,AlphaTauri
7,8,0,2013,2013-08-25,Belgian,Alfa Romeo
1,9,0,2013,2013-08-25,Belgian,Williams
352,1,6,2013,2013-09-08,Italian,Red Bull
248,2,2,2013,2013-09-08,Italian,Ferrari
245,3,3,2013,2013-09-08,Italian,Mercedes
191,4,1,2013,2013-09-08,Italian,Alpine F1 Team
66,5,0,2013,2013-09-08,Italian,McLaren
61,6,0,2013,2013-09-08,Italian,Aston Martin
31,7,0,2013,2013-09-08,Italian,AlphaTauri
17,8,0,2013,2013-09-08,Italian,Alfa Romeo
1,9,0,2013,2013-09-08,Italian,Williams
377,1,7,2013,2013-09-22,Singapore,Red Bull
274,2,2,2013,2013-09-22,Singapore,Ferrari
267,3,3,2013,2013-09-22,Singapore,Mercedes
206,4,1,2013,2013-09-22,Singapore,Alpine F1 Team
76,5,0,2013,2013-09-22,Singapore,McLaren
62,6,0,2013,2013-09-22,Singapore,Aston Martin
31,7,0,2013,2013-09-22,Singapore,AlphaTauri
19,8,0,2013,2013-09-22,Singapore,Alfa Romeo
1,9,0,2013,2013-09-22,Singapore,Williams
402,1,8,2013,2013-10-06,Korean,Red Bull
284,2,2,2013,2013-10-06,Korean,Ferrari
283,3,3,2013,2013-10-06,Korean,Mercedes
239,4,1,2013,2013-10-06,Korean,Alpine F1 Team
81,5,0,2013,2013-10-06,Korean,McLaren
62,6,0,2013,2013-10-06,Korean,Aston Martin
31,7,0,2013,2013-10-06,Korean,Alfa Romeo
31,8,0,2013,2013-10-06,Korean,AlphaTauri
1,9,0,2013,2013-10-06,Korean,Williams
445,1,9,2013,2013-10-13,Japanese,Red Bull
297,2,2,2013,2013-10-13,Japanese,Ferrari
287,3,3,2013,2013-10-13,Japanese,Mercedes
264,4,1,2013,2013-10-13,Japanese,Alpine F1 Team
83,5,0,2013,2013-10-13,Japanese,McLaren
62,6,0,2013,2013-10-13,Japanese,Aston Martin
45,7,0,2013,2013-10-13,Japanese,Alfa Romeo
31,8,0,2013,2013-10-13,Japanese,AlphaTauri
1,9,0,2013,2013-10-13,Japanese,Williams
470,1,10,2013,2013-10-27,Indian,Red Bull
313,2,3,2013,2013-10-27,Indian,Mercedes
309,3,2,2013,2013-10-27,Indian,Ferrari
285,4,1,2013,2013-10-27,Indian,Alpine F1 Team
93,5,0,2013,2013-10-27,Indian,McLaren
68,6,0,2013,2013-10-27,Indian,Aston Martin
45,7,0,2013,2013-10-27,Indian,Alfa Romeo
32,8,0,2013,2013-10-27,Indian,AlphaTauri
1,9,0,2013,2013-10-27,Indian,Williams
513,1,11,2013,2013-11-03,Abu Dhabi,Red Bull
334,2,3,2013,2013-11-03,Abu Dhabi,Mercedes
323,3,2,2013,2013-11-03,Abu Dhabi,Ferrari
297,4,1,2013,2013-11-03,Abu Dhabi,Alpine F1 Team
95,5,0,2013,2013-11-03,Abu Dhabi,McLaren
77,6,0,2013,2013-11-03,Abu Dhabi,Aston Martin
45,7,0,2013,2013-11-03,Abu Dhabi,Alfa Romeo
32,8,0,2013,2013-11-03,Abu Dhabi,AlphaTauri
1,9,0,2013,2013-11-03,Abu Dhabi,Williams
553,1,12,2013,2013-11-17,United States,Red Bull
348,2,3,2013,2013-11-17,United States,Mercedes
333,3,2,2013,2013-11-17,United States,Ferrari
315,4,1,2013,2013-11-17,United States,Alpine F1 Team
102,5,0,2013,2013-11-17,United States,McLaren
77,6,0,2013,2013-11-17,United States,Aston Martin
53,7,0,2013,2013-11-17,United States,Alfa Romeo
32,8,0,2013,2013-11-17,United States,AlphaTauri
5,9,0,2013,2013-11-17,United States,Williams
596,1,13,2013,2013-11-24,Brazilian,Red Bull
360,2,3,2013,2013-11-24,Brazilian,Mercedes
354,3,2,2013,2013-11-24,Brazilian,Ferrari
315,4,1,2013,2013-11-24,Brazilian,Alpine F1 Team
122,5,0,2013,2013-11-24,Brazilian,McLaren
77,6,0,2013,2013-11-24,Brazilian,Aston Martin
57,7,0,2013,2013-11-24,Brazilian,Alfa Romeo
33,8,0,2013,2013-11-24,Brazilian,AlphaTauri
5,9,0,2013,2013-11-24,Brazilian,Williams
33,1,0,2014,2014-03-16,Australian,McLaren
25,2,1,2014,2014-03-16,Australian,Mercedes
18,3,0,2014,2014-03-16,Australian,Ferrari
10,4,0,2014,2014-03-16,Australian,Williams
9,5,0,2014,2014-03-16,Australian,Aston Martin
6,6,0,2014,2014-03-16,Australian,AlphaTauri
0,7,0,2014,2014-03-16,Australian,Alfa Romeo
0,9,0,2014,2014-03-16,Australian,Alpine F1 Team
0,11,0,2014,2014-03-16,Australian,Red Bull
68,1,2,2014,2014-03-30,Malaysian,Mercedes
43,2,0,2014,2014-03-30,Malaysian,McLaren
30,3,0,2014,2014-03-30,Malaysian,Ferrari
20,4,0,2014,2014-03-30,Malaysian,Williams
19,5,0,2014,2014-03-30,Malaysian,Aston Martin
15,6,0,2014,2014-03-30,Malaysian,Red Bull
