points,position,wins,year,date,race_name,constructor
477.5,2,10,2021,2021-11-07,Mexico City,Red Bull
268.5,3,0,2021,2021-11-07,Mexico City,Ferrari
255,4,1,2021,2021-11-07,Mexico City,McLaren
106,5,1,2021,2021-11-07,Mexico City,Alpine F1 Team
106,6,0,2021,2021-11-07,Mexico City,AlphaTauri
68,7,0,2021,2021-11-07,Mexico City,Aston Martin
23,8,0,2021,2021-11-07,Mexico City,Williams
11,9,0,2021,2021-11-07,Mexico City,Alfa Romeo
0,10,0,2021,2021-11-07,Mexico City,Haas F1 Team
521.5,1,7,2021,2021-11-14,São Paulo,Mercedes
510.5,2,10,2021,2021-11-14,São Paulo,Red Bull
287.5,3,0,2021,2021-11-14,São Paulo,Ferrari
256,4,1,2021,2021-11-14,São Paulo,McLaren
112,5,1,2021,2021-11-14,São Paulo,Alpine F1 Team
112,6,0,2021,2021-11-14,São Paulo,AlphaTauri
68,7,0,2021,2021-11-14,São Paulo,Aston Martin
23,8,0,2021,2021-11-14,São Paulo,Williams
11,9,0,2021,2021-11-14,São Paulo,Alfa Romeo
0,10,0,2021,2021-11-14,São Paulo,Haas F1 Team
546.5,1,8,2021,2021-11-21,Qatar,Mercedes
541.5,2,10,2021,2021-11-21,Qatar,Red Bull
297.5,3,0,2021,2021-11-21,Qatar,Ferrari
258,4,1,2021,2021-11-21,Qatar,McLaren
137,5,1,2021,2021-11-21,Qatar,Alpine F1 Team
112,6,0,2021,2021-11-21,Qatar,AlphaTauri
77,7,0,2021,2021-11-21,Qatar,Aston Martin
23,8,0,2021,2021-11-21,Qatar,Williams
11,9,0,2021,2021-11-21,Qatar,Alfa Romeo
0,10,0,2021,2021-11-21,Qatar,Haas F1 Team
587.5,1,9,2021,2021-12-05,Saudi Arabian,Mercedes
559.5,2,10,2021,2021-12-05,Saudi Arabian,Red Bull
307.5,3,0,2021,2021-12-05,Saudi Arabian,Ferrari
269,4,1,2021,2021-12-05,Saudi Arabian,McLaren
149,5,1,2021,2021-12-05,Saudi Arabian,Alpine F1 Team
120,6,0,2021,2021-12-05,Saudi Arabian,AlphaTauri
77,7,0,2021,2021-12-05,Saudi Arabian,Aston Martin
23,8,0,2021,2021-12-05,Saudi Arabian,Williams
13,9,0,2021,2021-12-05,Saudi Arabian,Alfa Romeo
0,10,0,2021,2021-12-05,Saudi Arabian,Haas F1 Team
613.5,1,9,2021,2021-12-12,Abu Dhabi,Mercedes
585.5,2,11,2021,2021-12-12,Abu Dhabi,Red Bull
323.5,3,0,2021,2021-12-12,Abu Dhabi,Ferrari
275,4,1,2021,2021-12-12,Abu Dhabi,McLaren
155,5,1,2021,2021-12-12,Abu Dhabi,Alpine F1 Team
142,6,0,2021,2021-12-12,Abu Dhabi,AlphaTauri
77,7,0,2021,2021-12-12,Abu Dhabi,Aston Martin
23,8,0,2021,2021-12-12,Abu Dhabi,Williams
13,9,0,2021,2021-12-12,Abu Dhabi,Alfa Romeo
0,10,0,2021,2021-12-12,Abu Dhabi,Haas F1 Team
44,1,1,2022,2022-03-20,Bahrain,Ferrari
27,2,0,2022,2022-03-20,Bahrain,Mercedes
10,3,0,2022,2022-03-20,Bahrain,Haas F1 Team
9,4,0,2022,2022-03-20,Bahrain,Alfa Romeo
8,5,0,2022,2022-03-20,Bahrain,Alpine F1 Team
4,6,0,2022,2022-03-20,Bahrain,AlphaTauri
0,7,0,2022,2022-03-20,Bahrain,Aston Martin
0,8,0,2022,2022-03-20,Bahrain,Williams
0,9,0,2022,2022-03-20,Bahrain,McLaren
0,10,0,2022,2022-03-20,Bahrain,Red Bull
78,1,1,2022,2022-03-27,Saudi Arabian,Ferrari
38,2,0,2022,2022-03-27,Saudi Arabian,Mercedes
37,3,1,2022,2022-03-27,Saudi Arabian,Red Bull
16,4,0,2022,2022-03-27,Saudi Arabian,Alpine F1 Team
12,5,0,2022,2022-03-27,Saudi Arabian,Haas F1 Team
9,6,0,2022,2022-03-27,Saudi Arabian,Alfa Romeo
8,7,0,2022,2022-03-27,Saudi Arabian,AlphaTauri
6,8,0,2022,2022-03-27,Saudi Arabian,McLaren
0,9,0,2022,2022-03-27,Saudi Arabian,Aston Martin
0,10,0,2022,2022-03-27,Saudi Arabian,Williams
104,1,2,2022,2022-04-10,Australian,Ferrari
65,2,0,2022,2022-04-10,Australian,Mercedes
55,3,1,2022,2022-04-10,Australian,Red Bull
24,4,0,2022,2022-04-10,Australian,McLaren
22,5,0,2022,2022-04-10,Australian,Alpine F1 Team
13,6,0,2022,2022-04-10,Australian,Alfa Romeo
12,7,0,2022,2022-04-10,Australian,Haas F1 Team
10,8,0,2022,2022-04-10,Australian,AlphaTauri
1,9,0,2022,2022-04-10,Australian,Williams
0,10,0,2022,2022-04-10,Australian,Aston Martin
124,1,2,2022,2022-04-24,Emilia Romagna,Ferrari
113,2,2,2022,2022-04-24,Emilia Romagna,Red Bull
77,3,0,2022,2022-04-24,Emilia Romagna,Mercedes
46,4,0,2022,2022-04-24,Emilia Romagna,McLaren
25,5,0,2022,2022-04-24,Emilia Romagna,Alfa Romeo
22,6,0,2022,2022-04-24,Emilia Romagna,Alpine F1 Team
16,7,0,2022,2022-04-24,Emilia Romagna,AlphaTauri
15,8,0,2022,2022-04-24,Emilia Romagna,Haas F1 Team
5,9,0,2022,2022-04-24,Emilia Romagna,Aston Martin
1,10,0,2022,2022-04-24,Emilia Romagna,Williams
157,1,2,2022,2022-05-08,Miami,Ferrari
151,2,3,2022,2022-05-08,Miami,Red Bull
95,3,0,2022,2022-05-08,Miami,Mercedes
46,4,0,2022,2022-05-08,Miami,McLaren
31,5,0,2022,2022-05-08,Miami,Alfa Romeo
26,6,0,2022,2022-05-08,Miami,Alpine F1 Team
16,7,0,2022,2022-05-08,Miami,AlphaTauri
15,8,0,2022,2022-05-08,Miami,Haas F1 Team
6,9,0,2022,2022-05-08,Miami,Aston Martin
3,10,0,2022,2022-05-08,Miami,Williams
195,1,4,2022,2022-05-22,Spanish,Red Bull
169,2,2,2022,2022-05-22,Spanish,Ferrari
120,3,0,2022,2022-05-22,Spanish,Mercedes
50,4,0,2022,2022-05-22,Spanish,McLaren
39,5,0,2022,2022-05-22,Spanish,Alfa Romeo
34,6,0,2022,2022-05-22,Spanish,Alpine F1 Team
17,7,0,2022,2022-05-22,Spanish,AlphaTauri
15,8,0,2022,2022-05-22,Spanish,Haas F1 Team
6,9,0,2022,2022-05-22,Spanish,Aston Martin
3,10,0,2022,2022-05-22,Spanish,Williams
235,1,5,2022,2022-05-29,Monaco,Red Bull
199,2,2,2022,2022-05-29,Monaco,Ferrari
134,3,0,2022,2022-05-29,Monaco,Mercedes
59,4,0,2022,2022-05-29,Monaco,McLaren
41,5,0,2022,2022-05-29,Monaco,Alfa Romeo
40,6,0,2022,2022-05-29,Monaco,Alpine F1 Team
17,7,0,2022,2022-05-29,Monaco,AlphaTauri
15,8,0,2022,2022-05-29,Monaco,Haas F1 Team
7,9,0,2022,2022-05-29,Monaco,Aston Martin
3,10,0,2022,2022-05-29,Monaco,Williams
279,1,6,2022,2022-06-12,Azerbaijan,Red Bull
199,2,2,2022,2022-06-12,Azerbaijan,Ferrari
161,3,0,2022,2022-06-12,Azerbaijan,Mercedes
65,4,0,2022,2022-06-12,Azerbaijan,McLaren
47,5,0,2022,2022-06-12,Azerbaijan,Alpine F1 Team
41,6,0,2022,2022-06-12,Azerbaijan,Alfa Romeo
27,7,0,2022,2022-06-12,Azerbaijan,AlphaTauri
15,8,0,2022,2022-06-12,Azerbaijan,Haas F1 Team
15,9,0,2022,2022-06-12,Azerbaijan,Aston Martin
3,10,0,2022,2022-06-12,Azerbaijan,Williams
304,1,7,2022,2022-06-19,Canadian,Red Bull
228,2,2,2022,2022-06-19,Canadian,Ferrari
188,3,0,2022,2022-06-19,Canadian,Mercedes
65,4,0,2022,2022-06-19,Canadian,McLaren
57,5,0,2022,2022-06-19,Canadian,Alpine F1 Team
51,6,0,2022,2022-06-19,Canadian,Alfa Romeo
27,7,0,2022,2022-06-19,Canadian,AlphaTauri
16,8,0,2022,2022-06-19,Canadian,Aston Martin
15,9,0,2022,2022-06-19,Canadian,Haas F1 Team
3,10,0,2022,2022-06-19,Canadian,Williams
328,1,7,2022,2022-07-03,British,Red Bull
265,2,3,2022,2022-07-03,British,Ferrari
204,3,0,2022,2022-07-03,British,Mercedes
73,4,0,2022,2022-07-03,British,McLaren
67,5,0,2022,2022-07-03,British,Alpine F1 Team
51,6,0,2022,2022-07-03,British,Alfa Romeo
27,7,0,2022,2022-07-03,British,AlphaTauri
20,8,0,2022,2022-07-03,British,Haas F1 Team
18,9,0,2022,2022-07-03,British,Aston Martin
3,10,0,2022,2022-07-03,British,Williams
359,1,7,2022,2022-07-10,Austrian,Red Bull
303,2,4,2022,2022-07-10,Austrian,Ferrari
237,3,0,2022,2022-07-10,Austrian,Mercedes
81,4,0,2022,2022-07-10,Austrian,McLaren
81,5,0,2022,2022-07-10,Austrian,Alpine F1 Team
51,6,0,2022,2022-07-10,Austrian,Alfa Romeo
34,7,0,2022,2022-07-10,Austrian,Haas F1 Team
27,8,0,2022,2022-07-10,Austrian,AlphaTauri
18,9,0,2022,2022-07-10,Austrian,Aston Martin
3,10,0,2022,2022-07-10,Austrian,Williams
396,1,8,2022,2022-07-24,French,Red Bull
314,2,4,2022,2022-07-24,French,Ferrari
270,3,0,2022,2022-07-24,French,Mercedes
93,4,0,2022,2022-07-24,French,Alpine F1 Team
89,5,0,2022,2022-07-24,French,McLaren
51,6,0,2022,2022-07-24,French,Alfa Romeo
34,7,0,2022,2022-07-24,French,Haas F1 Team
27,8,0,2022,2022-07-24,French,AlphaTauri
19,9,0,2022,2022-07-24,French,Aston Martin
3,10,0,2022,2022-07-24,French,Williams
431,1,9,2022,2022-07-31,Hungarian,Red Bull
334,2,4,2022,2022-07-31,Hungarian,Ferrari
304,3,0,2022,2022-07-31,Hungarian,Mercedes
99,4,0,2022,2022-07-31,Hungarian,Alpine F1 Team
95,5,0,2022,2022-07-31,Hungarian,McLaren
51,6,0,2022,2022-07-31,Hungarian,Alfa Romeo
34,7,0,2022,2022-07-31,Hungarian,Haas F1 Team
27,8,0,2022,2022-07-31,Hungarian,AlphaTauri
20,9,0,2022,2022-07-31,Hungarian,Aston Martin
3,10,0,2022,2022-07-31,Hungarian,Williams
475,1,10,2022,2022-08-28,Belgian,Red Bull
357,2,4,2022,2022-08-28,Belgian,Ferrari
316,3,0,2022,2022-08-28,Belgian,Mercedes
115,4,0,2022,2022-08-28,Belgian,Alpine F1 Team
95,5,0,2022,2022-08-28,Belgian,McLaren
51,6,0,2022,2022-08-28,Belgian,Alfa Romeo
34,7,0,2022,2022-08-28,Belgian,Haas F1 Team
29,8,0,2022,2022-08-28,Belgian,AlphaTauri
24,9,0,2022,2022-08-28,Belgian,Aston Martin
4,10,0,2022,2022-08-28,Belgian,Williams
511,1,11,2022,2022-09-04,Dutch,Red Bull
376,2,4,2022,2022-09-04,Dutch,Ferrari
346,3,0,2022,2022-09-04,Dutch,Mercedes
125,4,0,2022,2022-09-04,Dutch,Alpine F1 Team
101,5,0,2022,2022-09-04,Dutch,McLaren
51,6,0,2022,2022-09-04,Dutch,Alfa Romeo
34,7,0,2022,2022-09-04,Dutch,Haas F1 Team
29,8,0,2022,2022-09-04,Dutch,AlphaTauri
25,9,0,2022,2022-09-04,Dutch,Aston Martin
4,10,0,2022,2022-09-04,Dutch,Williams
545,1,12,2022,2022-09-11,Italian,Red Bull
406,2,4,2022,2022-09-11,Italian,Ferrari
371,3,0,2022,2022-09-11,Italian,Mercedes
125,4,0,2022,2022-09-11,Italian,Alpine F1 Team
107,5,0,2022,2022-09-11,Italian,McLaren
52,6,0,2022,2022-09-11,Italian,Alfa Romeo
34,7,0,2022,2022-09-11,Italian,Haas F1 Team
33,8,0,2022,2022-09-11,Italian,AlphaTauri
25,9,0,2022,2022-09-11,Italian,Aston Martin
6,10,0,2022,2022-09-11,Italian,Williams
576,1,13,2022,2022-10-02,Singapore,Red Bull
439,2,4,2022,2022-10-02,Singapore,Ferrari
373,3,0,2022,2022-10-02,Singapore,Mercedes
129,4,0,2022,2022-10-02,Singapore,McLaren
125,5,0,2022,2022-10-02,Singapore,Alpine F1 Team
52,6,0,2022,2022-10-02,Singapore,Alfa Romeo
37,7,0,2022,2022-10-02,Singapore,Aston Martin
34,8,0,2022,2022-10-02,Singapore,Haas F1 Team
34,9,0,2022,2022-10-02,Singapore,AlphaTauri
6,10,0,2022,2022-10-02,Singapore,Williams
619,1,14,2022,2022-10-09,Japanese,Red Bull
454,2,4,2022,2022-10-09,Japanese,Ferrari
387,3,0,2022,2022-10-09,Japanese,Mercedes
143,4,0,2022,2022-10-09,Japanese,Alpine F1 Team
130,5,0,2022,2022-10-09,Japanese,McLaren
52,6,0,2022,2022-10-09,Japanese,Alfa Romeo
45,7,0,2022,2022-10-09,Japanese,Aston Martin
34,8,0,2022,2022-10-09,Japanese,Haas F1 Team
34,9,0,2022,2022-10-09,Japanese,AlphaTauri
8,10,0,2022,2022-10-09,Japanese,Williams
656,1,15,2022,2022-10-23,United States,Red Bull
469,2,4,2022,2022-10-23,United States,Ferrari
416,3,0,2022,2022-10-23,United States,Mercedes
149,4,0,2022,2022-10-23,United States,Alpine F1 Team
138,5,0,2022,2022-10-23,United States,McLaren
52,6,0,2022,2022-10-23,United States,Alfa Romeo
49,7,0,2022,2022-10-23,United States,Aston Martin
36,8,0,2022,2022-10-23,United States,Haas F1 Team
35,9,0,2022,2022-10-23,United States,AlphaTauri
8,10,0,2022,2022-10-23,United States,Williams
696,1,16,2022,2022-10-30,Mexico City,Red Bull
487,2,4,2022,2022-10-30,Mexico City,Ferrari
447,3,0,2022,2022-10-30,Mexico City,Mercedes
153,4,0,2022,2022-10-30,Mexico City,Alpine F1 Team
146,5,0,2022,2022-10-30,Mexico City,McLaren
53,6,0,2022,2022-10-30,Mexico City,Alfa Romeo
49,7,0,2022,2022-10-30,Mexico City,Aston Martin
36,8,0,2022,2022-10-30,Mexico City,Haas F1 Team
35,9,0,2022,2022-10-30,Mexico City,AlphaTauri
8,10,0,2022,2022-10-30,Mexico City,Williams
719,1,16,2022,2022-11-13,São Paulo,Red Bull
524,2,4,2022,2022-11-13,São Paulo,Ferrari
505,3,1,2022,2022-11-13,São Paulo,Mercedes
167,4,0,2022,2022-11-13,São Paulo,Alpine F1 Team
148,5,0,2022,2022-11-13,São Paulo,McLaren
55,6,0,2022,2022-11-13,São Paulo,Alfa Romeo
50,7,0,2022,2022-11-13,São Paulo,Aston Martin
37,8,0,2022,2022-11-13,São Paulo,Haas F1 Team
35,9,0,2022,2022-11-13,São Paulo,AlphaTauri
8,10,0,2022,2022-11-13,São Paulo,Williams
759,1,17,2022,2022-11-20,Abu Dhabi,Red Bull
554,2,4,2022,2022-11-20,Abu Dhabi,Ferrari
515,3,1,2022,2022-11-20,Abu Dhabi,Mercedes
173,4,0,2022,2022-11-20,Abu Dhabi,Alpine F1 Team
159,5,0,2022,2022-11-20,Abu Dhabi,McLaren
55,6,0,2022,2022-11-20,Abu Dhabi,Alfa Romeo
55,7,0,2022,2022-11-20,Abu Dhabi,Aston Martin
37,8,0,2022,2022-11-20,Abu Dhabi,Haas F1 Team
35,9,0,2022,2022-11-20,Abu Dhabi,AlphaTauri
8,10,0,2022,2022-11-20,Abu Dhabi,Williams
43,1,1,2023,2023-03-05,Bahrain,Red Bull
23,2,0,2023,2023-03-05,Bahrain,Aston Martin
16,3,0,2023,2023-03-05,Bahrain,Mercedes
12,4,0,2023,2023-03-05,Bahrain,Ferrari
4,5,0,2023,2023-03-05,Bahrain,Alfa Romeo
2,6,0,2023,2023-03-05,Bahrain,Alpine F1 Team
1,7,0,2023,2023-03-05,Bahrain,Williams
0,8,0,2023,2023-03-05,Bahrain,AlphaTauri
0,9,0,2023,2023-03-05,Bahrain,Haas F1 Team
0,10,0,2023,2023-03-05,Bahrain,McLaren
87,1,2,2023,2023-03-19,Saudi Arabian,Red Bull
38,2,0,2023,2023-03-19,Saudi Arabian,Aston Martin
38,3,0,2023,2023-03-19,Saudi Arabian,Mercedes
26,4,0,2023,2023-03-19,Saudi Arabian,Ferrari
8,5,0,2023,2023-03-19,Saudi Arabian,Alpine F1 Team
4,6,0,2023,2023-03-19,Saudi Arabian,Alfa Romeo
1,7,0,2023,2023-03-19,Saudi Arabian,Haas F1 Team
1,8,0,2023,2023-03-19,Saudi Arabian,Williams
0,9,0,2023,2023-03-19,Saudi Arabian,AlphaTauri
0,10,0,2023,2023-03-19,Saudi Arabian,McLaren
123,1,3,2023,2023-04-02,Australian,Red Bull
65,2,0,2023,2023-04-02,Australian,Aston Martin
56,3,0,2023,2023-04-02,Australian,Mercedes
26,4,0,2023,2023-04-02,Australian,Ferrari
12,5,0,2023,2023-04-02,Australian,McLaren
8,6,0,2023,2023-04-02,Australian,Alpine F1 Team
7,7,0,2023,2023-04-02,Australian,Haas F1 Team
6,8,0,2023,2023-04-02,Australian,Alfa Romeo
1,9,0,2023,2023-04-02,Australian,AlphaTauri
1,10,0,2023,2023-04-02,Australian,Williams
180,1,4,2023,2023-04-30,Azerbaijan,Red Bull
87,2,0,2023,2023-04-30,Azerbaijan,Aston Martin
76,3,0,2023,2023-04-30,Azerbaijan,Mercedes
62,4,0,2023,2023-04-30,Azerbaijan,Ferrari
14,5,0,2023,2023-04-30,Azerbaijan,McLaren
8,6,0,2023,2023-04-30,Azerbaijan,Alpine F1 Team
7,7,0,2023,2023-04-30,Azerbaijan,Haas F1 Team
6,8,0,2023,2023-04-30,Azerbaijan,Alfa Romeo
2,9,0,2023,2023-04-30,Azerbaijan,AlphaTauri
1,10,0,2023,2023-04-30,Azerbaijan,Williams
224,1,5,2023,2023-05-07,Miami,Red Bull
102,2,0,2023,2023-05-07,Miami,Aston Martin
96,3,0,2023,2023-05-07,Miami,Mercedes
78,4,0,2023,2023-05-07,Miami,Ferrari
14,5,0,2023,2023-05-07,Miami,McLaren
14,6,0,2023,2023-05-07,Miami,Alpine F1 Team
8,7,0,2023,2023-05-07,Miami,Haas F1 Team
6,8,0,2023,2023-05-07,Miami,Alfa Romeo
2,9,0,2023,2023-05-07,Miami,AlphaTauri
1,10,0,2023,2023-05-07,Miami,Williams
249,1,6,2023,2023-05-28,Monaco,Red Bull
120,2,0,2023,2023-05-28,Monaco,Aston Martin
119,3,0,2023,2023-05-28,Monaco,Mercedes
90,4,0,2023,2023-05-28,Monaco,Ferrari
35,5,0,2023,2023-05-28,Monaco,Alpine F1 Team
17,6,0,2023,2023-05-28,Monaco,McLaren
8,7,0,2023,2023-05-28,Monaco,Haas F1 Team
6,8,0,2023,2023-05-28,Monaco,Alfa Romeo
2,9,0,2023,2023-05-28,Monaco,AlphaTauri
1,10,0,2023,2023-05-28,Monaco,Williams
287,1,7,2023,2023-06-04,Spanish,Red Bull
152,2,0,2023,2023-06-04,Spanish,Mercedes
134,3,0,2023,2023-06-04,Spanish,Aston Martin
100,4,0,2023,2023-06-04,Spanish,Ferrari
40,5,0,2023,2023-06-04,Spanish,Alpine F1 Team
17,6,0,2023,2023-06-04,Spanish,McLaren
8,7,0,2023,2023-06-04,Spanish,Haas F1 Team
8,8,0,2023,2023-06-04,Spanish,Alfa Romeo
2,9,0,2023,2023-06-04,Spanish,AlphaTauri
1,10,0,2023,2023-06-04,Spanish,Williams
321,1,8,2023,2023-06-18,Canadian,Red Bull
167,2,0,2023,2023-06-18,Canadian,Mercedes
154,3,0,2023,2023-06-18,Canadian,Aston Martin
122,4,0,2023,2023-06-18,Canadian,Ferrari
44,5,0,2023,2023-06-18,Canadian,Alpine F1 Team
17,6,0,2023,2023-06-18,Canadian,McLaren
9,7,0,2023,2023-06-18,Canadian,Alfa Romeo
8,8,0,2023,2023-06-18,Canadian,Haas F1 Team
7,9,0,2023,2023-06-18,Canadian,Williams
2,10,0,2023,2023-06-18,Canadian,AlphaTauri
377,1,9,2023,2023-07-02,Austrian,Red Bull
178,2,0,2023,2023-07-02,Austrian,Mercedes
175,3,0,2023,2023-07-02,Austrian,Aston Martin
154,4,0,2023,2023-07-02,Austrian,Ferrari
47,5,0,2023,2023-07-02,Austrian,Alpine F1 Team
29,6,0,2023,2023-07-02,Austrian,McLaren
11,7,0,2023,2023-07-02,Austrian,Haas F1 Team
9,8,0,2023,2023-07-02,Austrian,Alfa Romeo
7,9,0,2023,2023-07-02,Austrian,Williams
2,10,0,2023,2023-07-02,Austrian,AlphaTauri
411,1,10,2023,2023-07-09,British,Red Bull
203,2,0,2023,2023-07-09,British,Mercedes
181,3,0,2023,2023-07-09,British,Aston Martin
157,4,0,2023,2023-07-09,British,Ferrari
59,5,0,2023,2023-07-09,British,McLaren
47,6,0,2023,2023-07-09,British,Alpine F1 Team
11,7,0,2023,2023-07-09,British,Williams
11,8,0,2023,2023-07-09,British,Haas F1 Team
9,9,0,2023,2023-07-09,British,Alfa Romeo
2,10,0,2023,2023-07-09,British,AlphaTauri
452,1,11,2023,2023-07-23,Hungarian,Red Bull
223,2,0,2023,2023-07-23,Hungarian,Mercedes
184,3,0,2023,2023-07-23,Hungarian,Aston Martin
167,4,0,2023,2023-07-23,Hungarian,Ferrari
87,5,0,2023,2023-07-23,Hungarian,McLaren
47,6,0,2023,2023-07-23,Hungarian,Alpine F1 Team
11,7,0,2023,2023-07-23,Hungarian,Williams
11,8,0,2023,2023-07-23,Hungarian,Haas F1 Team
9,9,0,2023,2023-07-23,Hungarian,Alfa Romeo
2,10,0,2023,2023-07-23,Hungarian,AlphaTauri
503,1,12,2023,2023-07-30,Belgian,Red Bull
247,2,0,2023,2023-07-30,Belgian,Mercedes
196,3,0,2023,2023-07-30,Belgian,Aston Martin
191,4,0,2023,2023-07-30,Belgian,Ferrari
103,5,0,2023,2023-07-30,Belgian,McLaren
57,6,0,2023,2023-07-30,Belgian,Alpine F1 Team
11,7,0,2023,2023-07-30,Belgian,Williams
11,8,0,2023,2023-07-30,Belgian,Haas F1 Team
9,9,0,2023,2023-07-30,Belgian,Alfa Romeo
3,10,0,2023,2023-07-30,Belgian,AlphaTauri
540,1,13,2023,2023-08-27,Dutch,Red Bull
255,2,0,2023,2023-08-27,Dutch,Mercedes
215,3,0,2023,2023-08-27,Dutch,Aston Martin
201,4,0,2023,2023-08-27,Dutch,Ferrari
111,5,0,2023,2023-08-27,Dutch,McLaren
73,6,0,2023,2023-08-27,Dutch,Alpine F1 Team
15,7,0,2023,2023-08-27,Dutch,Williams
11,8,0,2023,2023-08-27,Dutch,Haas F1 Team
9,9,0,2023,2023-08-27,Dutch,Alfa Romeo
3,10,0,2023,2023-08-27,Dutch,AlphaTauri
583,1,14,2023,2023-09-03,Italian,Red Bull
273,2,0,2023,2023-09-03,Italian,Mercedes
228,3,0,2023,2023-09-03,Italian,Ferrari
217,4,0,2023,2023-09-03,Italian,Aston Martin
115,5,0,2023,2023-09-03,Italian,McLaren
73,6,0,2023,2023-09-03,Italian,Alpine F1 Team
21,7,0,2023,2023-09-03,Italian,Williams
11,8,0,2023,2023-09-03,Italian,Haas F1 Team
10,9,0,2023,2023-09-03,Italian,Alfa Romeo
3,10,0,2023,2023-09-03,Italian,AlphaTauri
597,1,14,2023,2023-09-17,Singapore,Red Bull
289,2,0,2023,2023-09-17,Singapore,Mercedes
265,3,1,2023,2023-09-17,Singapore,Ferrari
217,4,0,2023,2023-09-17,Singapore,Aston Martin
139,5,0,2023,2023-09-17,Singapore,McLaren
81,6,0,2023,2023-09-17,Singapore,Alpine F1 Team
21,7,0,2023,2023-09-17,Singapore,Williams
12,8,0,2023,2023-09-17,Singapore,Haas F1 Team
10,9,0,2023,2023-09-17,Singapore,Alfa Romeo
5,10,0,2023,2023-09-17,Singapore,AlphaTauri
623,1,15,2023,2023-09-24,Japanese,Red Bull
305,2,0,2023,2023-09-24,Japanese,Mercedes
285,3,1,2023,2023-09-24,Japanese,Ferrari
221,4,0,2023,2023-09-24,Japanese,Aston Martin
172,5,0,2023,2023-09-24,Japanese,McLaren
84,6,0,2023,2023-09-24,Japanese,Alpine F1 Team
21,7,0,2023,2023-09-24,Japanese,Williams
12,8,0,2023,2023-09-24,Japanese,Haas F1 Team
10,9,0,2023,2023-09-24,Japanese,Alfa Romeo
5,10,0,2023,2023-09-24,Japanese,AlphaTauri
657,1,16,2023,2023-10-08,Qatar,Red Bull
326,2,0,2023,2023-10-08,Qatar,Mercedes
298,3,1,2023,2023-10-08,Qatar,Ferrari
230,4,0,2023,2023-10-08,Qatar,Aston Martin
219,5,0,2023,2023-10-08,Qatar,McLaren
90,6,0,2023,2023-10-08,Qatar,Alpine F1 Team
23,7,0,2023,2023-10-08,Qatar,Williams
16,8,0,2023,2023-10-08,Qatar,Alfa Romeo
12,9,0,2023,2023-10-08,Qatar,Haas F1 Team
5,10,0,2023,2023-10-08,Qatar,AlphaTauri
706,1,17,2023,2023-10-22,United States,Red Bull
344,2,0,2023,2023-10-22,United States,Mercedes
322,3,1,2023,2023-10-22,United States,Ferrari
242,4,0,2023,2023-10-22,United States,McLaren
236,5,0,2023,2023-10-22,United States,Aston Martin
100,6,0,2023,2023-10-22,United States,Alpine F1 Team
26,7,0,2023,2023-10-22,United States,Williams
16,8,0,2023,2023-10-22,United States,Alfa Romeo
12,9,0,2023,2023-10-22,United States,Haas F1 Team
10,10,0,2023,2023-10-22,United States,AlphaTauri
731,1,18,2023,2023-10-29,Mexico City,Red Bull
371,2,0,2023,2023-10-29,Mexico City,Mercedes
349,3,1,2023,2023-10-29,Mexico City,Ferrari
256,4,0,2023,2023-10-29,Mexico City,McLaren
236,5,0,2023,2023-10-29,Mexico City,Aston Martin
101,6,0,2023,2023-10-29,Mexico City,Alpine F1 Team
28,7,0,2023,2023-10-29,Mexico City,Williams
16,8,0,2023,2023-10-29,Mexico City,AlphaTauri
16,9,0,2023,2023-10-29,Mexico City,Alfa Romeo
12,10,0,2023,2023-10-29,Mexico City,Haas F1 Team
782,1,19,2023,2023-11-05,São Paulo,Red Bull
382,2,0,2023,2023-11-05,São Paulo,Mercedes
362,3,1,2023,2023-11-05,São Paulo,Ferrari
282,4,0,2023,2023-11-05,São Paulo,McLaren
261,5,0,2023,2023-11-05,São Paulo,Aston Martin
108,6,0,2023,2023-11-05,São Paulo,Alpine F1 Team
28,7,0,2023,2023-11-05,São Paulo,Williams
21,8,0,2023,2023-11-05,São Paulo,AlphaTauri
16,9,0,2023,2023-11-05,São Paulo,Alfa Romeo
12,10,0,2023,2023-11-05,São Paulo,Haas F1 Team
822,1,20,2023,2023-11-19,Las Vegas,Red Bull
392,2,0,2023,2023-11-19,Las Vegas,Mercedes
388,3,1,2023,2023-11-19,Las Vegas,Ferrari
284,4,0,2023,2023-11-19,Las Vegas,McLaren
273,5,0,2023,2023-11-19,Las Vegas,Aston Martin
120,6,0,2023,2023-11-19,Las Vegas,Alpine F1 Team
28,7,0,2023,2023-11-19,Las Vegas,Williams
21,8,0,2023,2023-11-19,Las Vegas,AlphaTauri
16,9,0,2023,2023-11-19,Las Vegas,Alfa Romeo
12,10,0,2023,2023-11-19,Las Vegas,Haas F1 Team
860,1,21,2023,2023-11-26,Abu Dhabi,Red Bull
409,2,0,2023,2023-11-26,Abu Dhabi,Mercedes
406,3,1,2023,2023-11-26,Abu Dhabi,Ferrari
302,4,0,2023,2023-11-26,Abu Dhabi,McLaren
280,5,0,2023,2023-11-26,Abu Dhabi,Aston Martin
120,6,0,2023,2023-11-26,Abu Dhabi,Alpine F1 Team
28,7,0,2023,2023-11-26,Abu Dhabi,Williams
25,8,0,2023,2023-11-26,Abu Dhabi,AlphaTauri
16,9,0,2023,2023-11-26,Abu Dhabi,Alfa Romeo
